0.65388,0.65368,0.65307,0.65207,0.65066,0.64886,0.64665,0.64405,0.64106,0.63768
0,7.8129e-07,3.1217e-06,7.0159e-06,1.2455e-05,1.9427e-05,2.7917e-05,3.7905e-05,4.9369e-05,6.2283e-05
0.78374,0.78345,0.78261,0.78119,0.77921,0.77668,0.77358,0.76992,0.76572,0.76097
0,6.2488e-07,2.4967e-06,5.6112e-06,9.9614e-06,1.5538e-05,2.2327e-05,3.0314e-05,3.9481e-05,4.9807e-05
0.76716,0.76688,0.76605,0.76468,0.76275,0.76028,0.75727,0.75371,0.74962,0.74499
0,-9.5313e-06,-3.8082e-05,-8.5588e-05,-0.00015194,-0.00023699,-0.00034055,-0.00046238,-0.00060221,-0.00075972
0.64028,0.64008,0.6395,0.63852,0.63715,0.6354,0.63326,0.63073,0.62783,0.62454
0,-1.1347e-05,-4.5336e-05,-0.00010189,-0.00018089,-0.00028215,-0.00040545,-0.00055051,-0.000717,-0.00090455
0.89354,0.89319,0.89213,0.89036,0.88789,0.88472,0.88086,0.8763,0.87105,0.86512
0,4.3644e-07,1.7438e-06,3.9191e-06,6.9574e-06,1.0852e-05,1.5593e-05,2.1171e-05,2.7573e-05,3.4784e-05
0.87432,0.87398,0.87295,0.87123,0.86882,0.86574,0.86197,0.85753,0.85242,0.84664
0,-6.988e-06,-2.792e-05,-6.2749e-05,-0.0001114,-0.00017375,-0.00024967,-0.00033898,-0.00044148,-0.00055694
0.81361,0.81329,0.81235,0.81078,0.80857,0.80575,0.8023,0.79823,0.79356,0.78827
0,-1.382e-05,-5.5219e-05,-0.0001241,-0.00022031,-0.00034364,-0.00049379,-0.00067044,-0.00087317,-0.0011015
0.71412,0.71387,0.71312,0.71186,0.71011,0.70786,0.70511,0.70187,0.69813,0.69392
0,-1.8902e-05,-7.5522e-05,-0.00016973,-0.00030133,-0.00047,-0.00067538,-0.000917,-0.0011943,-0.0015067
0.59622,0.59604,0.59551,0.59463,0.5934,0.59181,0.58988,0.58759,0.58497,0.582
0,-2.2554e-05,-9.0117e-05,-0.00020254,-0.00035957,-0.00056085,-0.00080594,-0.0010943,-0.0014253,-0.0017981
0.4449,0.44479,0.44444,0.44388,0.44308,0.44206,0.44081,0.43934,0.43765,0.43573
0,-3.9071e-05,-0.00015611,-0.00035087,-0.00062292,-0.00097166,-0.0013963,-0.001896,-0.0024696,-0.0031158
0.52818,0.52803,0.52759,0.52685,0.52581,0.52449,0.52286,0.52095,0.51875,0.51626
0,-3.1998e-05,-0.00012785,-0.00028735,-0.00051013,-0.00079572,-0.0011435,-0.0015526,-0.0020222,-0.0025513
0.6323,0.63209,0.63144,0.63038,0.62888,0.62696,0.62462,0.62185,0.61867,0.61508
0,-2.6772e-05,-0.00010697,-0.00024041,-0.0004268,-0.00066572,-0.00095664,-0.0012989,-0.0016917,-0.0021343
0.53236,0.53219,0.53168,0.53083,0.52964,0.52812,0.52627,0.52408,0.52156,0.51871
0,-3.264e-05,-0.00013042,-0.00029311,-0.00052037,-0.00081168,-0.0011664,-0.0015838,-0.0020628,-0.0026025
0.72006,0.71979,0.71898,0.71763,0.71574,0.71331,0.71035,0.70685,0.70283,0.69829
0,-1.9537e-05,-7.8062e-05,-0.00017544,-0.00031146,-0.00048581,-0.0006981,-0.00094784,-0.0012345,-0.0015574
0.606,0.60578,0.60513,0.60404,0.60252,0.60057,0.59819,0.59539,0.59216,0.58851
0,-2.3781e-05,-9.5018e-05,-0.00021355,-0.00037912,-0.00059135,-0.00084978,-0.0011538,-0.0015028,-0.0018959
0.6759,0.67563,0.67484,0.67352,0.67168,0.66932,0.66643,0.66303,0.65912,0.6547
